Ano,Disciplina,Bimestre,Conteúdo/Tema,Habilidades/Objetivos
Não especificado,Geral/Múltiplas,1º Bimestre,"Material autoral: Revisão do período simples – tipos de sujeitos; transitividade verbal (VI, VTD, VTI, VTDI, OD, OI, VL, PS, PO); adjunto adverbial; adjunto adnominal; complemento nominal; aposto; vocativo.
Unidade 3: Conto
Unidade 4: Romance","Comparar usos de sujeito simples, composto, oculto, indeterminado ou inexistente em diferentes contextos comunicativos.
Analisar o uso do predicativo do sujeito para construir sentidos relacionados a características, estados e transformações.
Comparar períodos para compreender como verbos transitivos e intransitivos estruturam a ação e determinam a presença ou ausência de complementos.
Analisar o uso do predicativo do sujeito para construir sentidos relacionados a características, estados e transformações.
Compreender a diferença entre os termos aposto e vocativo, a fim de analisar a presença deles dentro do período.
Analisar o funcionamento dos adjuntos adnominais na construção de sentidos, especificações e caracterizações.
Identificar nomes abstratos que exigem complemento nominal, compreendendo relações de posse, tema, alvo, agente e outras dependências semânticas."
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,"Unidade 2: Diferença de períodos formados por coordenação e por subordinação
Unidade 3: Orações subordinadas substantivas",
Não especificado,Geral/Múltiplas,2º Bimestre,"Unidade 3: Orações subordinadas substantivas (desenvolvidas e reduzidas)
Unidade 5: Orações subordinadas adjetivas
Unidade 5: Entrevista",
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,"Unidade 1: Poema
Unidade 4: Orações subordinadas adverbiais (desenvolvidas e reduzidas)",
Não especificado,Geral/Múltiplas,3º Bimestre,"Unidade 1: Poema
Unidade 4: Orações subordinadas adverbiais (desenvolvidas e reduzidas)",
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,"Unidade 5: Crase
Unidade 2: Orações coordenadas",
Não especificado,Geral/Múltiplas,4º Bimestre,"Unidade 3 e 6: Formação de palavras
Unidade 7: Concordância verbal e concordância nominal
Unidade 7: Artigo de opinião",
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,Não há avaliação parcial,Não há avaliação parcial
Não especificado,Geral/Múltiplas,1º Bimestre,Material autoral disponível no Canvas – Produção de Crônica,"Compreender como a crônica narrativa transforma acontecimentos reais ou ficcionais do cotidiano em texto literário.
Produzir crônicas narrativas que organizem acontecimentos de forma breve, clara e significativa.
Explorar o ponto de vista característico da crônica, construindo proximidade e diálogo com o leitor.
Utilizar linguagem típica da crônica, com concisão, expressividade e possíveis marcas de humor, ironia ou crítica.
Revisar crônicas produzidas, aprimorando coesão, clareza e intencionalidade própria do gênero."
Não especificado,Geral/Múltiplas,1º Bimestre,Não há recuperação,Não há recuperação
Não especificado,Geral/Múltiplas,2º Bimestre,Não há avaliação parcial,Não há avaliação parcial
Não especificado,Geral/Múltiplas,2º Bimestre,Unidade 5 e material autoral disponível no Canvas – Produção de Roteiro de Podcast,"Compreender as características do podcast como gênero oral digital, reconhecendo sua estrutura e finalidades comunicativas.
Produzir episódios de podcast que organizem informações, relatos ou reflexões de forma clara e envolvente.
Explorar recursos sonoros característicos do podcast, como entonação, ritmo, pausas e eventuais trilhas ou efeitos.
Utilizar linguagem adequada ao podcast, mantendo fluidez, espontaneidade e coerência na fala.
Diferenciar podcast de entrevista, identificando especificidades de intenção, formato e condução da fala em cada gênero."
Não especificado,Geral/Múltiplas,2º Bimestre,Não há recuperação,Não há recuperação
Não especificado,Geral/Múltiplas,3º Bimestre,Não há avaliação parcial,Não há avaliação parcial
Não especificado,Geral/Múltiplas,3º Bimestre,Unidade 1 e material disponível no Canvas - Produção de dissertação-argumentativa utilizando poema/canção como repertório,"Compreender características centrais do poema ou da canção, como construção de imagens, figuras de linguagem, ritmo, tom e sentidos subentendidos, reconhecendo como esses elementos revelam temas e críticas sociais úteis à argumentação.
Entender a estrutura do gênero dissertativo-argumentativo, incluindo apresentação de tese, desenvolvimento lógico, uso consistente de argumentos e elaboração de conclusão propositiva.
Produzir dissertações-argumentativas que integrem, de forma pertinente, interpretações do poema ou da canção à defesa de um ponto de vista sobre problemas reais.
Argumentar sobre questões da vida cotidiana e social, mobilizando repertórios poéticos e socioculturais para sustentar análises e posicionamentos.
Elaborar proposta de intervenção viável e coerente com a discussão apresentada, mantendo vínculo com o problema debatido e com os sentidos construídos a partir do poema ou da canção."
Não especificado,Geral/Múltiplas,3º Bimestre,Não há recuperação,Não há recuperação
Não especificado,Geral/Múltiplas,4º Bimestre,Não há avaliação parcial,Não há avaliação parcial
Não especificado,Geral/Múltiplas,4º Bimestre,Material disponível no Canvas - Produção de dissertação-argumentativa,"Entender o funcionamento do gênero dissertativo-argumentativo, reconhecendo como a organização do texto sustenta a defesa de um ponto de vista.
Analisar a coletânea de textos identificando tema, problema central, relações entre os textos motivadores e as possibilidades de abordagem crítica.
Selecionar informações relevantes da coletânea para fundamentar argumentos, sem copiar ideias de forma acrítica.
Construir argumentos consistentes articulando explicações, exemplos, referências socioculturais e relações lógicas.
Elaborar proposta de intervenção clara, viável e detalhada, articulada ao problema discutido e coerente com a argumentação apresentada."
Não especificado,Geral/Múltiplas,4º Bimestre,Não há recuperação,Não há recuperação
Não especificado,Geral/Múltiplas,1º Bimestre,.,
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,"Companhia das Ciências 9 – Unidade 2/Capítulo 10 - Luz e cores 

Companhia das Ciências 9 – Unidade 3/Capítulo 12 - Radiação eletromagnética","Compreender e explicar as cores dos objetos a partir da teoria das cores da óptica;
Prever a cor de um objeto ao ser iluminado por diversas fontes luminosas;
Relacionar o círculo cromático de Newton à fotossíntese, compreendendo como a absorção e reflexão das diferentes cores da luz explicam a coloração das plantas e influenciam a eficiência do processo fotossintético;
Explicar o que é o espectro eletromagnético, em termos de ondas energéticas;
Relacionar o espectro eletromagnético com a energia associada às ondas;
Relacionar as diversas cores da luz com o espectro eletromagnético;
Discutir a importância para a Ciência, Tecnologia, Sociedade e Ambiente (CTSA) das aplicações das diversas ondas do espectro eletromagnético;
Interpretar gráficos, infográficos e tabelas relacionando com o espectro eletromagnético;
Identificar os fenômenos ópticos em situações do cotidiano (refração e dispersão da luz);
Relacionar a dispersão da luz com a composição da luz branca e a teoria das cores da óptica."
Não especificado,Geral/Múltiplas,1º Bimestre,"Companhia das Ciências 9 – Unidade 2/Capítulo 10 - Luz e cores

Companhia das Ciências 9 – Unidade 3/Capítulo 12 - Radiação eletromagnética","Compreender e explicar as cores dos objetos a partir da teoria das cores da óptica;
Prever a cor de um objeto ao ser iluminado por diversas fontes luminosas;
Relacionar o círculo cromático de Newton à fotossíntese, compreendendo como a absorção e reflexão das diferentes cores da luz explicam a coloração das plantas e influenciam a eficiência do processo fotossintético;
Explicar o que é o espectro eletromagnético, em termos de ondas energéticas;
Relacionar o espectro eletromagnético com a energia associada às ondas;
Relacionar as diversas cores da luz com o espectro eletromagnético;
Discutir a importância para a Ciência, Tecnologia, Sociedade e Ambiente (CTSA) das aplicações das diversas ondas do espectro eletromagnético;
Interpretar gráficos, infográficos e tabelas relacionando com o espectro eletromagnético;
Identificar os fenômenos ópticos em situações do cotidiano (refração e dispersão da luz);
Relacionar a dispersão da luz com a composição da luz branca e a teoria das cores da óptica."
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,"Companhia das Ciências 9 – Unidade 3/Capítulo 12 - Radiação eletromagnética

Companhia das Ciências 9 – Unidade 3/Capítulo 13 – Ciclo das estrelas

Textos de teoria disponível no Canvas – Diagrama HR","Explicar como ondas eletromagnéticas permitem estudar objetos distantes do Universo. 
Relacionar tipos de radiações (rádio, infravermelho, UV, raios X, gama) aos instrumentos astronômicos correspondentes (radiotelescópios, telescópios ópticos, observatórios espaciais). 
Interpretar o Diagrama de Hertzsprung-Russell (HR), relacionando luminosidade, temperatura e cor das estrelas. 
Identificar regiões do diagrama (sequência principal, gigantes, supergigantes e anãs brancas) e classificar estrelas com base em dados fornecidos. 
Comparar diferentes tipos de estrelas utilizando informações visuais do diagrama. 
Analisar tendências do HR para inferir fases da vida de uma estrela. 
Descrever as principais etapas da vida de uma estrela (formação, sequência principal, gigante vermelha, colapso final). 
Relacionar o destino de uma estrela à sua massa inicial (anã branca, estrela de nêutrons, buraco negro). 
Explicar processos associados ao ciclo estelar, como fusão nuclear e liberação de energia. 
Interpretar representações do ciclo estelar, conectando-as ao Diagrama HR. 
Analisar como as estrelas produzem elementos químicos e contribuem para a evolução do Universo."
Não especificado,Geral/Múltiplas,2º Bimestre,"Companhia das Ciências 9 – Unidade 3/Capítulo 12 - Radiação eletromagnética

Companhia das Ciências 9 – Unidade 3/Capítulo 13 – Ciclo das estrelas

Textos de teoria disponível no Canvas – Diagrama HR","Explicar como ondas eletromagnéticas permitem estudar objetos distantes do Universo. 
Relacionar tipos de radiações (rádio, infravermelho, UV, raios X, gama) aos instrumentos astronômicos correspondentes (radiotelescópios, telescópios ópticos, observatórios espaciais). 
Interpretar o Diagrama de Hertzsprung-Russell (HR), relacionando luminosidade, temperatura e cor das estrelas. 
Identificar regiões do diagrama (sequência principal, gigantes, supergigantes e anãs brancas) e classificar estrelas com base em dados fornecidos. 
Comparar diferentes tipos de estrelas utilizando informações visuais do diagrama. 
Analisar tendências do HR para inferir fases da vida de uma estrela. 
Descrever as principais etapas da vida de uma estrela (formação, sequência principal, gigante vermelha, colapso final). 
Relacionar o destino de uma estrela à sua massa inicial (anã branca, estrela de nêutrons, buraco negro). 
Explicar processos associados ao ciclo estelar, como fusão nuclear e liberação de energia. 
Interpretar representações do ciclo estelar, conectando-as ao Diagrama HR. 
Analisar como as estrelas produzem elementos químicos e contribuem para a evolução do Universo."
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,Textos de teoria disponível no Canvas – Dinâmica,"Diferenciar grandezas escalares e vetoriais e justificar a necessidade de direção e sentido em grandezas como força, velocidade e peso. 
Relacionar diferentes tipos de força (gravidade, normal, atrito, tensão) a situações reais, interpretando diagramas e prevendo movimentos. 
Comparar massa e peso, prever como o peso varia em diferentes ambientes gravitacionais e relacionar essa variação com situações astronômicas. 
Compreender o que são teorias e modelos científicos, avaliando suas limitações e comparando diferentes representações usadas para explicar fenômenos físicos. 
Explicar como as forças atuam sobre os corpos e analisar como elas influenciam o movimento, relacionando essas ideias às Leis de Newton.
Estimar valores para grandezas físicas relacionadas à dinâmica. 
Explicar o papel do atrito na entrada de meteoros na atmosfera e elaborar hipóteses sobre como a velocidade e a densidade do ar podem influenciar seu aquecimento, luminosidade e fragmentação."
Não especificado,Geral/Múltiplas,3º Bimestre,Textos de teoria disponível no Canvas – Dinâmica,"Diferenciar grandezas escalares e vetoriais e justificar a necessidade de direção e sentido em grandezas como força, velocidade e peso. 
Relacionar diferentes tipos de força (gravidade, normal, atrito, tensão) a situações reais, interpretando diagramas e prevendo movimentos. 
Comparar massa e peso, prever como o peso varia em diferentes ambientes gravitacionais e relacionar essa variação com situações astronômicas. 
Compreender o que são teorias e modelos científicos, avaliando suas limitações e comparando diferentes representações usadas para explicar fenômenos físicos. 
Explicar como as forças atuam sobre os corpos e analisar como elas influenciam o movimento, relacionando essas ideias às Leis de Newton.
Estimar valores para grandezas físicas relacionadas à dinâmica. 
Explicar o papel do atrito na entrada de meteoros na atmosfera e elaborar hipóteses sobre como a velocidade e a densidade do ar podem influenciar seu aquecimento, luminosidade e fragmentação."
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,Textos de teoria disponível no Canvas – Cinemática,"Interpretar gráficos de movimento (posição versus tempo e velocidade versus tempo), analisando tendências, variações e relações qualitativas entre as grandezas.
Aplicar o cálculo básico do Movimento Retilíneo Uniforme (MRU) para resolver problemas simples, comparar resultados e prever trajetórias.
Compreender deslocamento como uma variação de posição, sem abordagem vetorial, e relacionar essa variação a medições experimentais e à leitura de gráficos.
Explicar o conceito de velocidade como razão entre espaço percorrido e tempo, comparando diferentes situações de movimento.
Explicar qualitativamente a 2ª Lei de Newton, relacionando força resultante, massa e aceleração, e prevendo como alterações nessas variáveis influenciam o movimento.
Estimar valores para grandezas físicas relacionadas à dinâmica e cinemática.
Compreender aceleração como mudança de velocidade ao longo do tempo, analisando situações de aceleração, desaceleração e velocidade constante.
Prever resultados de situações experimentais (alterando massa, força ou condições como atrito e inclinação) e elaborar hipóteses com base na teoria estudada.
Construir gráficos simples de cinemática (posição versus tempo e velocidade versus tempo) a partir de tabelas ou dados experimentais, organizando corretamente os eixos, selecionando escalas adequadas e interpretando o comportamento do movimento representado."
Não especificado,Geral/Múltiplas,4º Bimestre,Textos de teoria disponível no Canvas – Cinemática,"Interpretar gráficos de movimento (posição versus tempo e velocidade versus tempo), analisando tendências, variações e relações qualitativas entre as grandezas.
Aplicar o cálculo básico do Movimento Retilíneo Uniforme (MRU) para resolver problemas simples, comparar resultados e prever trajetórias.
Compreender deslocamento como uma variação de posição, sem abordagem vetorial, e relacionar essa variação a medições experimentais e à leitura de gráficos.
Explicar o conceito de velocidade como razão entre espaço percorrido e tempo, comparando diferentes situações de movimento.
Explicar qualitativamente a 2ª Lei de Newton, relacionando força resultante, massa e aceleração, e prevendo como alterações nessas variáveis influenciam o movimento.
Estimar valores para grandezas físicas relacionadas à dinâmica e cinemática.
Compreender aceleração como mudança de velocidade ao longo do tempo, analisando situações de aceleração, desaceleração e velocidade constante.
Prever resultados de situações experimentais (alterando massa, força ou condições como atrito e inclinação) e elaborar hipóteses com base na teoria estudada.
Construir gráficos simples de cinemática (posição versus tempo e velocidade versus tempo) a partir de tabelas ou dados experimentais, organizando corretamente os eixos, selecionando escalas adequadas e interpretando o comportamento do movimento representado."
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Geral/Múltiplas,1º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Introdução à Química:
O que é a Química?
Fenômenos físicos e químicos
Modelo corpuscular da matéria
Teoria cinética da temperatura","Compreender o papel da Química como ciência, reconhecendo seus campos de estudo e explicações sobre os fenômenos naturais;
Interpretar situações do cotidiano como sendo parte dos estudos da Química;
Identificar transformações físicas e químicas observadas em diferentes contextos, utilizando práticas investigativas e evidências científicas;
Investigar a constituição da matéria a partir de átomos e moléculas, utilizando modelos e representações para explicar fenômenos e comparar diferentes materiais;
Comparar materiais e substâncias com base em sua estrutura corpuscular, discutindo como essas características influenciam propriedades;
Construir argumentos científicos sobre a correlação entre a temperatura e o comportamento das partículas, analisando evidências experimentais e dados."
Não especificado,Geral/Múltiplas,1º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Introdução à Química:
O que é a Química?
Fenômenos físicos e químicos
Modelo corpuscular da matéria
Teoria cinética da temperatura

Livro Companhia das Ciências 9 – Unidade 2 - Capítulo 8 – p.107 à 114
Estados físicos 
Estados físicos da matéria
Transformações de estados físicos
Ponto de fusão e ebulição
Curvas de Aquecimento","Compreender o papel da Química como ciência, reconhecendo seus campos de estudo e explicações sobre os fenômenos naturais;
Interpretar situações do cotidiano como sendo parte dos estudos da Química;
Identificar transformações físicas e químicas observadas em diferentes contextos, utilizando práticas investigativas e evidências científicas;
Investigar a constituição da matéria a partir de átomos e moléculas, utilizando modelos e representações para explicar fenômenos e comparar diferentes materiais;
Comparar materiais e substâncias com base em sua estrutura corpuscular, discutindo como essas características influenciam propriedades;
Construir argumentos científicos sobre a correlação entre a temperatura e o comportamento das partículas, analisando evidências experimentais e dados.
Propor hipóteses para explicar o movimento das partículas nos diferentes estados físicos da matéria, analisando estruturas submicroscópicas e relacionando com fenômenos observáveis do cotidiano;
Analisar e explicar as transformações de estados físicos construindo relações entre temperatura, energia e organização das partículas;
Investigar a influência da temperatura e da pressão nas mudanças de estado físico, planejando, executando e interpretando experimentos propondo explicações consistentes;
Comparar pontos de fusão e ebulição de diferentes substâncias, analisando como essas propriedades se relacionam com composição e estrutura de compostos;
Construir e interpretar curvas de aquecimento a partir de dados experimentais, identificando os pontos de fusão e ebulição a partir do modelo de gráfico criado."
Não especificado,Geral/Múltiplas,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Geral/Múltiplas,2º Bimestre,"Livro Companhia das Ciências 9 – Unidade 2 - Capítulo 7 – p.103
Classificação de Sistemas
Substância pura e misturas
Sistemas homogêneos e heterogêneos

Não contemplado pelo livro didático (utilização de material autoral).
Separação de Misturas
Separação Magnética
Levigação
Dissolução fracionada/Extração
Filtração","Interpretar representações pictóricas de substâncias e misturas com base em suas propriedades e  quantidades de componentes e fases;
Selecionar métodos adequados de separação de misturas, avaliando condições, limitações e implicações de cada prática, argumentando com base em critérios científicos;
Representar diferentes separações de misturas através de desenhos a fim de explicar o funcionamento de cada uma delas."
Não especificado,Geral/Múltiplas,2º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Separação de Misturas
Separação Magnética
Levigação
Dissolução fracionada/Extração
Filtração
Decantação
Centrifugação
Destilação Simples
Destilação Fracionada","Selecionar métodos adequados de separação de misturas, avaliando condições, limitações e implicações de cada prática, argumentando com base em critérios científicos;
Representar diferentes separações de misturas através de desenhos a fim de explicar o funcionamento de cada uma delas."
Não especificado,Geral/Múltiplas,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Geral/Múltiplas,3º Bimestre,"Livro Companhia das Ciências 9 – Unidade 2 - Capítulo 7 – p.100 à 102
Modelos Atômicos
Dalton

Livro Companhia das Ciências 9 – Unidade 2 - Capítulo 9 – p.123 à 127
Modelos Atômicos
Thomson
Rutherford","Examinar a trajetória histórica dos modelos atômicos, percebendo como cada proposta de Dalton à Rutherford responde perguntas científicas do seu tempo;
Interpretar e comparar diferentes modelos atômicos, reconhecendo suas limitações e justificativas;
Empregar modelos atômicos para explicar e discutir experimentos clássicos, justificando hipóteses e conclusões com base em evidências;
Reconstituir de maneira gráfica e explicativa os experimentos de Dalton, Thomson e Rutherford para avaliar como eles transformaram o entendimento da matéria."
Não especificado,Geral/Múltiplas,3º Bimestre,"Livro Companhia das Ciências 9 – Unidade 2 - Capítulo 7 – p.100 à 102
Modelos Atômicos
Dalton

Livro Companhia das Ciências 9 – Unidade 2 - Capítulo 9 – p.123 à 130
Modelos Atômicos
Thomson
Rutherford

Não contemplado pelo livro didático (utilização de material autoral).
Modelos Atômicos
Bohr
Estrutura Atômica
Partículas subatômicas, Número Atômico e Número de Massa","Examinar a trajetória histórica dos modelos atômicos, percebendo como cada proposta de Dalton à Bohr responde perguntas científicas do seu tempo;
Interpretar e comparar diferentes modelos atômicos, reconhecendo suas limitações e justificativas;
Empregar modelos atômicos para explicar e discutir experimentos clássicos, justificando hipóteses e conclusões com base em evidências;
Reconstituir de maneira gráfica e explicativa os experimentos de Dalton, Thomson, Rutherford e Bohr para avaliar como eles transformaram o entendimento da matéria;
Analisar diferentes representações de átomos e identificar seus números químicos (número atômico e de massa) e partículas subatômicas (prótons, nêutrons e elétrons), assim como suas massas, cargas e localização;
Calcular e relacionar quantidades de prótons, nêutrons e elétrons a partir de Z (número atômico) e A (número de massa);
Representar elementos químicos, utilizando notações apropriadas;
Utilizar o modelo de Bohr para explicar fenômenos de emissão de luz, analisando o salto quântico dos elétrons e relacionando o modelo às aplicações tecnológicas (como lâmpadas, lasers, telas e espectroscopia), avaliando também suas implicações sociais."
Não especificado,Geral/Múltiplas,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Geral/Múltiplas,4º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral). 
Fórmulas e Equações Químicas
Fórmulas pictóricas e fórmulas moleculares
Equações Químicas com nomes e fórmulas
Balanceamento de equações químicas","Relacionar fórmulas químicas a representações pictóricas de moléculas e compostos, compreendendo a linguagem própria da Química para comunicar ideias científicas;
Interpretar transformações químicas e representá-las por equações, a partir de nomes usuais de substâncias;
Propor sugestões para balancear equações químicas a partir de suas quantidades de reagentes e produtos, comparando aspectos quantitativos das reações."
Não especificado,Geral/Múltiplas,4º Bimestre,"Não contemplado pelo livro didático (utilização de material autoral).
Equações Químicas
Equações Químicas com nomes e fórmulas
Balanceamento de equações químicas
Evidências de reações químicas
Sustentabilidade
Poluição
Tratamento de água

Livro Companhia das Ciências 9 – Unidade 2 - Capítulo 7 – p.96 à 100
Leis Ponderais
Lei de Lavoisier e Lei de Proust","Observar fenômenos do cotidiano e levantar perguntas investigáveis sobre transformações químicas, analisando evidências experimentais para identificar quando ocorre uma reação química;
Analisar e realizar experimentos que permitam explorar relações entre massas de reagentes e produtos, propondo hipóteses para os resultados baseadas nas leis ponderais;
Propor hipóteses e elaborar modelos explicativos sobre proporções entre reagentes e produtos em transformações químicas, relacionando esses modelos aos princípios históricos estabelecidos por Lavoisier e Proust;
Observar situações de poluição no ambiente, formular perguntas e delimitar problemas, analisando causas e consequências e propondo soluções;
Investigar e modelar as etapas do tratamento de água, relacionando-as às necessidades sociais e ambientais com fundamentos científicos."
Não especificado,Geral/Múltiplas,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Matemática,1º Bimestre,"Capítulo 1 – Números naturais e sistemas de numeração.
Sistemas de numeração: Egípcio, Romano e Decimal

Páginas 14 a 31","Reconhecer o sistema de numeração decimal.

Sistematizar as principais características (base, valor posicional e função do zero) de sistemas de numeração.

Destacar semelhanças e diferenças com outros sistemas.

Composição e decomposição de números naturais e números racionais em sua representação decimal.

Comparar, ordenar, ler e escrever números naturais e números racionais cuja representação decimal é finita, fazendo uso da reta numérica.

Fazer estimativas de quantidades e aproximar números para múltiplos
da potência de 10 mais próxima.

EF06MA01, EF06MA02, EF06MA03, EF06MA12 e EF06MA32"
Não especificado,Matemática,1º Bimestre,"Capítulo 1 – Números naturais e sistemas de numeração.
Sistemas de numeração: Egípcio, Romano e Decimal

Páginas 14 a 31

Capítulo 2 – Operações com números naturais
Adição, Subtração, Multiplicação e Divisão
Expressões Numéricas

Páginas 38 a 56","Reconhecer o sistema de numeração decimal.

Sistematizar as principais características (base, valor posicional e função do zero) de sistemas de numeração.

Destacar semelhanças e diferenças com outros sistemas.

Composição e decomposição de números naturais e números racionais em sua representação decimal.

Comparar, ordenar, ler e escrever números naturais e números racionais cuja representação decimal é finita, fazendo uso da reta numérica.

Fazer estimativas de quantidades e aproximar números para múltiplos
da potência de 10 mais próxima.

Interpretar e resolver situações que envolvam dados de pesquisas em tabelas, diferentes tipos de gráficos.

Resolver problemas com cálculos (mentais ou escritos, exatos ou aproximados) com números naturais, por meio de estratégias variadas.

EF06MA01, EF06MA02, EF06MA03, EF06MA12 e EF06MA32"
Não especificado,Matemática,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Matemática,2º Bimestre,"Capítulo 2:  Operações com números naturais.

Adição, subtração, multiplicação e divisão
Potenciação e Expressões numéricas

Páginas 57 a 76

Capítulo 3: Sólidos 

Páginas 84 a 91","Reconhecer que a relação de igualdade matemática não se altera ao
adicionar, subtrair, multiplicar ou dividir os seus dois membros por um mesmo
número e utilizar essa noção para determinar valores desconhecidos na resolução
de problemas.

Resolver problemas que envolvam a partilha de uma quantidade em
duas partes desiguais, envolvendo relações aditivas e multiplicativas, bem como a
razão entre as partes e entre uma das partes e o todo.

Fazer estimativas de quantidades e aproximar números para múltiplos
da potência de 10 mais próxima.

Interpretar e resolver situações que envolvam dados de pesquisas em tabelas e em diferentes tipos de gráficos.

Resolver problemas que envolvam cálculos (mentais ou escritos, exatos ou aproximados) com números inteiros.

EF06MA03, EF06MA04, EF06MA12, EF06MA14, EF06MA15, EF06MA17, EF06MA18 e EF06MA32."
Não especificado,Matemática,2º Bimestre,"Capítulo 3: Sólidos 

Páginas 84 a 103


Capítulo 4: Múltiplos e Divisores

Páginas 104 a 110","Quantificar e estabelecer relações entre o número de vértices, faces e arestas de prismas e pirâmides, em função do seu polígono da base, para resolver problemas e desenvolver a percepção espacial.

Reconhecer, comparar e nomear polígonos, considerando lados, vértices e ângulos, e classificá-los em regulares e não regulares, tanto em suas representações no plano como em faces de poliedros.

Classificar números naturais em primos e compostos, estabelecer relações entre números, expressas pelos termos “é múltiplo de”, “é divisor de”, “é fator de”, estabelecer, por meio de investigações, critérios de divisibilidade por 2, 3, 4, 5, 6, 8, 9, 10, 100 e 1000.

Resolver problemas que envolvam as ideias de múltiplo e de divisor.

Interpretar e resolver situações que envolvam dados de pesquisas em tabelas, diferentes tipos de gráficos.

Resolver problemas que envolvam cálculos (mentais ou escritos, exatos ou aproximados) com números naturais, por meio de estratégias variadas, com compreensão dos processos neles envolvidos sem uso de calculadora.

EF06MA17, EF06MA18, EF06MA05, EF06MA06 e EF06MA03."
Não especificado,Matemática,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Matemática,3º Bimestre,"Capítulo 4: Múltiplos e Divisores

Páginas 111 a 125


Capítulo 5: Ângulos e Polígonos

Página 132 a 145","Classificar números naturais em primos e compostos, estabelecer relações entre números, expressas pelos termos “é múltiplo de”, “é divisor de”, “é fator de”, estabelecer, por meio de investigações, critérios de divisibilidade por 2, 3, 4, 5, 6, 8, 9, 10, 100 e 1000.

Resolver problemas que envolvam as ideias de múltiplo e de divisor.

Resolver problemas que envolvam cálculos (mentais ou escritos, exatos ou aproximados) com números naturais, por meio de estratégias variadas, com compreensão dos processos neles envolvidos sem uso de calculadora.

Reconhecer a abertura do ângulo como grandeza associada às figuras geométricas.

Resolver problemas que envolvam a noção de ângulo em diferentes contextos e em situações reais, como ângulo de visão.

Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.

EF06MA05, EF06MA06, EF06MA03, EF06MA25, EF06MA26, EF06MA27"
Não especificado,Matemática,3º Bimestre,"Capítulo 5: Ângulos e Polígonos
(Uso de transferidor e construção com o transferidor)

Páginas 146 a 166 e 170 a 171.

Capítulo 6: Frações e Porcentagem
(Foco nas diferentes ideias associadas à fração - parte/todo; razão/probabilidade; de uma quantidade; quociente)

Páginas 182 a 195.","Reconhecer a abertura do ângulo como grandeza associada às figuras geométricas. 
 
Resolver problemas que envolvam a noção de ângulo em diferentes contextos e em situações reais, como ângulo de visão. 
 
Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.

Reconhecer, nomear e comparar polígonos, considerando lados, vértices e ângulos, e classificá-los em regulares e não regulares, tanto em suas representações no plano como em faces de poliedros.

Identificar características dos triângulos e classificá-los em relação às medidas dos lados e dos ângulos.

Identificar características dos quadriláteros, classificá-los em relação a lados e a ângulos e reconhecer a inclusão e a intersecção de classes entre eles.

Construir figuras planas semelhantes, com o uso de malhas quadriculadas e plano cartesiano.

Compreender, comparar e ordenar frações associadas às ideias de partes de inteiros e resultado de divisão, identificando frações equivalentes.

Reconhecer que os números racionais positivos podem ser expressos nas formas fracionária e decimal, estabelecer relações entre essas representações, passando de uma representação para outra, e relacioná-los a pontos na reta numérica.

Resolver problemas que envolvam o cálculo da fração de uma quantidade e cujo resultado seja um número natural.

EF06MA07, EF06MA08, EF06MA25, EF06MA26, EF06MA27, EF06MA18, EF06MA19, EF06MA20 e EF06MA21."
